pizza_id,pizza_type_id,pizza_size,unit_price
16079,peppr_salami_l,L,15.25
16080,pepperoni_m,M,15.25
16081,peppr_salami_l,L,15.25
16082,ital_veggie_m,M,15.25
16083,four_cheese_m,M,15.25
16084,classic_dlx_m,M,15.25
16085,pepperoni_s,S,15.25
16086,mexicana_s,S,15.25
16087,five_cheese_l,L,15.25
16088,spicy_ital_l,L,15.25
16089,calabrese_m,M,15.25
16090,bbq_ckn_m,M,15.25
16091,spinach_supr_l,L,15.25
16092,spin_pesto_l,L,15.25
16093,ital_veggie_m,M,15.25
16094,bbq_ckn_m,M,15.25
16095,pepperoni_m,M,15.25
16096,five_cheese_l,L,15.25
16097,mexicana_m,M,15.25
16098,ital_veggie_s,S,15.25
16099,bbq_ckn_m,M,15.25
16100,spinach_fet_m,M,15.25
16101,mexicana_s,S,15.25
16102,classic_dlx_s,S,15.25
16103,thai_ckn_s,S,15.25
16104,sicilian_l,L,15.25
16105,bbq_ckn_l,L,15.25
16106,classic_dlx_l,L,15.25
16107,peppr_salami_s,S,15.25
16108,pepperoni_l,L,15.25
16109,four_cheese_l,L,15.25
16110,ckn_pesto_l,L,15.25
16111,pepperoni_m,M,15.25
16112,ital_supr_m,M,15.25
16113,cali_ckn_l,L,15.25
16114,big_meat_s,S,15.25
16115,ckn_pesto_l,L,15.25
16116,spinach_fet_m,M,15.25
16117,pep_msh_pep_l,L,15.25
16118,ital_veggie_m,M,15.25
16119,cali_ckn_s,S,15.25
16120,the_greek_l,L,15.25
16121,ital_supr_l,L,15.25
16122,four_cheese_l,L,15.25
16123,ckn_alfredo_m,M,15.25
16124,bbq_ckn_m,M,15.25
16125,ital_cpcllo_m,M,15.25
16126,bbq_ckn_l,L,15.25
16127,pep_msh_pep_m,M,15.25
16128,ital_veggie_s,S,15.25
16129,hawaiian_s,S,15.25
16130,five_cheese_l,L,15.25
16131,calabrese_l,L,15.25
16132,peppr_salami_m,M,15.25
16133,pep_msh_pep_s,S,15.25
16134,sicilian_s,S,15.25
16135,pep_msh_pep_m,M,15.25
16136,napolitana_s,S,15.25
16137,ckn_alfredo_m,M,15.25
16138,four_cheese_l,L,15.25
16139,ital_cpcllo_l,L,15.25
16140,ital_cpcllo_l,L,15.25
16141,hawaiian_l,L,15.25
16142,pep_msh_pep_s,S,15.25
16143,spinach_fet_m,M,15.25
16144,prsc_argla_s,S,15.25
16145,ital_supr_l,L,15.25
16146,peppr_salami_l,L,15.25
16147,pepperoni_m,M,15.25
16148,pep_msh_pep_s,S,15.25
16149,four_cheese_m,M,15.25
16150,classic_dlx_m,M,15.25
16151,cali_ckn_l,L,15.25
16152,ital_cpcllo_l,L,15.25
16153,spinach_fet_m,M,15.25
16154,four_cheese_l,L,15.25
16155,bbq_ckn_l,L,15.25
16156,bbq_ckn_l,L,15.25
16157,spinach_supr_s,S,15.25
16158,prsc_argla_s,S,15.25
16159,thai_ckn_l,L,15.25
16160,spin_pesto_s,S,15.25
16161,sicilian_m,M,15.25
16162,ital_supr_m,M,15.25
16163,spinach_supr_s,S,15.25
16164,five_cheese_l,L,15.25
16165,ckn_alfredo_l,L,15.25
16166,spinach_fet_l,L,15.25
16167,ckn_alfredo_m,M,15.25
16168,veggie_veg_m,M,15.25
16169,spin_pesto_m,M,15.25
16170,ckn_alfredo_m,M,15.25
16171,veggie_veg_s,S,15.25
16172,peppr_salami_l,L,15.25
16173,big_meat_s,S,15.25
16174,sicilian_s,S,15.25
16175,pepperoni_m,M,15.25
16176,classic_dlx_m,M,15.25
16177,ital_cpcllo_l,L,15.25
16178,classic_dlx_l,L,15.25
16179,green_garden_s,S,15.25
16180,cali_ckn_l,L,15.25
16181,bbq_ckn_m,M,15.25
16182,hawaiian_s,S,15.25
16183,big_meat_s,S,15.25
16184,southw_ckn_l,L,15.25
16185,pepperoni_l,L,15.25
16186,ital_supr_m,M,15.25
16187,ckn_alfredo_m,M,15.25
16188,southw_ckn_m,M,15.25
16189,ital_veggie_s,S,15.25
16190,ital_veggie_m,M,15.25
16191,ckn_alfredo_s,S,15.25
16192,pepperoni_m,M,15.25
16193,bbq_ckn_m,M,15.25
16194,veggie_veg_l,L,15.25
16195,soppressata_s,S,15.25
16196,green_garden_m,M,15.25
16197,mexicana_l,L,15.25
16198,spin_pesto_l,L,15.25
16199,ital_cpcllo_m,M,15.25
16200,pepperoni_l,L,15.25
16201,hawaiian_l,L,15.25
16202,classic_dlx_s,S,15.25
16203,bbq_ckn_m,M,15.25
16204,thai_ckn_l,L,15.25
16205,cali_ckn_s,S,15.25
16206,thai_ckn_s,S,15.25
16207,peppr_salami_s,S,15.25
16208,peppr_salami_l,L,15.25
16209,ital_supr_l,L,15.25
16210,thai_ckn_l,L,15.25
16211,pepperoni_s,S,15.25
16212,spicy_ital_s,S,15.25
16213,southw_ckn_s,S,15.25
16214,ital_supr_l,L,15.25
16215,pep_msh_pep_m,M,15.25
16216,cali_ckn_l,L,15.25
16217,prsc_argla_s,S,15.25
16218,ckn_alfredo_m,M,15.25
16219,bbq_ckn_m,M,15.25
16220,mexicana_l,L,15.25
16221,big_meat_s,S,15.25
16222,spicy_ital_l,L,15.25
16223,ital_veggie_m,M,15.25
16224,spinach_supr_l,L,15.25
16225,five_cheese_l,L,15.25
16226,ital_veggie_m,M,15.25
16227,hawaiian_s,S,15.25
16228,five_cheese_l,L,15.25
16229,pepperoni_m,M,15.25
16230,spinach_fet_s,S,15.25
16231,prsc_argla_m,M,15.25
16232,prsc_argla_m,M,15.25
16233,ital_supr_m,M,15.25
16234,big_meat_s,S,15.25
16235,ital_supr_m,M,15.25
16236,spinach_supr_s,S,15.25
16237,thai_ckn_l,L,15.25
16238,spinach_supr_m,M,15.25
16239,spin_pesto_l,L,15.25
16240,spicy_ital_s,S,15.25
16241,spicy_ital_l,L,15.25
16242,southw_ckn_l,L,15.25
16243,sicilian_s,S,15.25
16244,sicilian_m,M,15.25
16245,pepperoni_s,S,15.25
16246,mexicana_l,L,15.25
16247,ital_veggie_l,L,15.25
16248,hawaiian_s,S,15.25
16249,four_cheese_l,L,15.25
16250,ckn_alfredo_m,M,15.25
16251,calabrese_l,L,15.25
16252,ital_cpcllo_s,S,15.25
16253,peppr_salami_l,L,15.25
16254,napolitana_l,L,15.25
16255,the_greek_xl,XL,15.25
16256,spin_pesto_l,L,15.25
16257,spicy_ital_l,L,15.25
16258,southw_ckn_m,M,15.25
16259,southw_ckn_l,L,15.25
16260,sicilian_s,S,15.25
16261,mediterraneo_l,L,15.25
16262,hawaiian_s,S,15.25
16263,hawaiian_m,M,15.25
16264,four_cheese_m,M,15.25
16265,classic_dlx_m,M,15.25
16266,classic_dlx_l,L,15.25
16267,pepperoni_l,L,15.25
16268,ital_cpcllo_l,L,15.25
16269,veggie_veg_l,L,15.25
16270,spicy_ital_s,S,15.25
16271,pepperoni_l,L,15.25
16272,cali_ckn_l,L,15.25
16273,ital_supr_l,L,15.25
16274,mexicana_l,L,15.25
16275,peppr_salami_l,L,15.25
16276,pepperoni_s,S,15.25
16277,ital_cpcllo_l,L,15.25
16278,spicy_ital_l,L,15.25
16279,hawaiian_s,S,15.25
16280,pepperoni_m,M,15.25
16281,bbq_ckn_s,S,15.25
16282,green_garden_s,S,15.25
16283,green_garden_l,L,15.25
16284,four_cheese_l,L,15.25
16285,cali_ckn_l,L,15.25
16286,spinach_fet_m,M,15.25
16287,classic_dlx_m,M,15.25
16288,ital_supr_l,L,15.25
16289,four_cheese_l,L,15.25
16290,veggie_veg_s,S,15.25
16291,big_meat_s,S,15.25
16292,spin_pesto_s,S,15.25
16293,southw_ckn_s,S,15.25
16294,prsc_argla_s,S,15.25
16295,peppr_salami_m,M,15.25
16296,spicy_ital_l,L,15.25
16297,veggie_veg_m,M,15.25
16298,four_cheese_m,M,15.25
16299,ckn_pesto_l,L,15.25
16300,pep_msh_pep_m,M,15.25
16301,southw_ckn_s,S,15.25
16302,sicilian_l,L,15.25
16303,napolitana_s,S,15.25
16304,mexicana_l,L,15.25
16305,the_greek_xl,XL,15.25
16306,spin_pesto_l,L,15.25
16307,spin_pesto_l,L,15.25
16308,pepperoni_m,M,15.25
16309,classic_dlx_m,M,15.25
16310,pepperoni_s,S,15.25
16311,soppressata_s,S,15.25
16312,spinach_fet_m,M,15.25
16313,big_meat_s,S,15.25
16314,the_greek_s,S,15.25
16315,mexicana_l,L,15.25
16316,southw_ckn_m,M,15.25
16317,ital_cpcllo_l,L,15.25
16318,hawaiian_l,L,15.25
16319,classic_dlx_m,M,15.25
16320,bbq_ckn_s,S,15.25
16321,veggie_veg_m,M,15.25
16322,spin_pesto_m,M,15.25
16323,peppr_salami_s,S,15.25
16324,mexicana_l,L,15.25
16325,prsc_argla_l,L,15.25
16326,classic_dlx_m,M,15.25
16327,southw_ckn_s,S,15.25
16328,southw_ckn_l,L,15.25
16329,hawaiian_l,L,15.25
16330,sicilian_l,L,15.25
16331,classic_dlx_s,S,15.25
16332,bbq_ckn_l,L,15.25
16333,classic_dlx_m,M,15.25
16334,hawaiian_l,L,15.25
16335,calabrese_m,M,15.25
16336,spicy_ital_l,L,15.25
16337,ital_veggie_s,S,15.25
16338,the_greek_xl,XL,15.25
16339,five_cheese_l,L,15.25
16340,ckn_alfredo_s,S,15.25
16341,hawaiian_s,S,15.25
16342,ckn_alfredo_m,M,15.25
16343,mexicana_s,S,15.25
16344,prsc_argla_l,L,15.25
16345,napolitana_l,L,15.25
16346,hawaiian_l,L,15.25
16347,bbq_ckn_m,M,15.25
16348,southw_ckn_s,S,15.25
16349,ital_cpcllo_l,L,15.25
16350,ital_cpcllo_l,L,15.25
16351,spinach_fet_l,L,15.25
16352,southw_ckn_m,M,15.25
16353,ital_veggie_m,M,15.25
16354,big_meat_s,S,15.25
16355,soppressata_m,M,15.25
16356,napolitana_l,L,15.25
16357,five_cheese_l,L,15.25
16358,classic_dlx_s,S,15.25
16359,spinach_fet_m,M,15.25
16360,pepperoni_l,L,15.25
16361,thai_ckn_l,L,15.25
16362,sicilian_s,S,15.25
16363,veggie_veg_m,M,15.25
16364,southw_ckn_s,S,15.25
16365,sicilian_m,M,15.25
16366,four_cheese_l,L,15.25
16367,napolitana_m,M,15.25
16368,thai_ckn_l,L,15.25
16369,hawaiian_m,M,15.25
16370,cali_ckn_m,M,15.25
16371,spicy_ital_s,S,15.25
16372,prsc_argla_s,S,15.25
16373,five_cheese_l,L,15.25
16374,spicy_ital_l,L,15.25
16375,peppr_salami_m,M,15.25
16376,big_meat_s,S,15.25
16377,thai_ckn_m,M,15.25
16378,cali_ckn_m,M,15.25
16379,the_greek_m,M,15.25
16380,spinach_supr_s,S,15.25
16381,sicilian_s,S,15.25
16382,sicilian_m,M,15.25
16383,pepperoni_l,L,15.25
16384,mexicana_l,L,15.25
16385,ital_veggie_s,S,15.25
16386,four_cheese_l,L,15.25
16387,classic_dlx_m,M,15.25
16388,southw_ckn_l,L,15.25
16389,southw_ckn_l,L,15.25
16390,bbq_ckn_m,M,15.25
16391,classic_dlx_l,L,15.25
16392,veggie_veg_m,M,15.25
16393,five_cheese_l,L,15.25
16394,spicy_ital_l,L,15.25
16395,ital_supr_l,L,15.25
16396,five_cheese_l,L,15.25
16397,brie_carre_s,S,15.25
16398,hawaiian_l,L,15.25
16399,spicy_ital_s,S,15.25
16400,prsc_argla_l,L,15.25
16401,spinach_fet_s,S,15.25
16402,calabrese_s,S,15.25
16403,ckn_pesto_l,L,15.25
16404,the_greek_xl,XL,15.25
16405,the_greek_l,L,15.25
16406,southw_ckn_s,S,15.25
16407,peppr_salami_l,L,15.25
16408,pepperoni_m,M,15.25
16409,mexicana_m,M,15.25
16410,hawaiian_l,L,15.25
16411,green_garden_l,L,15.25
16412,brie_carre_s,S,15.25
16413,big_meat_s,S,15.25
16414,sicilian_l,L,15.25
16415,calabrese_m,M,15.25
16416,sicilian_s,S,15.25
16417,five_cheese_l,L,15.25
16418,bbq_ckn_l,L,15.25
16419,thai_ckn_s,S,15.25
16420,spinach_fet_m,M,15.25
16421,the_greek_xxl,XXL,15.25
16422,spin_pesto_s,S,15.25
16423,ital_supr_m,M,15.25
16424,prsc_argla_m,M,15.25
16425,peppr_salami_m,M,15.25
16426,peppr_salami_l,L,15.25
16427,ckn_pesto_m,M,15.25
16428,cali_ckn_m,M,15.25
16429,veggie_veg_s,S,15.25
16430,cali_ckn_m,M,15.25
16431,cali_ckn_l,L,15.25
16432,veggie_veg_m,M,15.25
16433,sicilian_s,S,15.25
16434,soppressata_s,S,15.25
16435,mediterraneo_l,L,15.25
16436,ital_cpcllo_l,L,15.25
16437,big_meat_s,S,15.25
16438,bbq_ckn_l,L,15.25
16439,spicy_ital_m,M,15.25
16440,southw_ckn_m,M,15.25
16441,cali_ckn_l,L,15.25
16442,brie_carre_s,S,15.25
16443,spicy_ital_m,M,15.25
16444,southw_ckn_l,L,15.25
16445,hawaiian_m,M,15.25
16446,the_greek_xl,XL,15.25
16447,soppressata_s,S,15.25
16448,ital_supr_l,L,15.25
16449,cali_ckn_s,S,15.25
16450,spicy_ital_s,S,15.25
16451,the_greek_xl,XL,15.25
16452,bbq_ckn_s,S,15.25
16453,spinach_fet_m,M,15.25
16454,cali_ckn_m,M,15.25
16455,brie_carre_s,S,15.25
16456,thai_ckn_l,L,15.25
16457,spin_pesto_m,M,15.25
16458,mexicana_s,S,15.25
16459,big_meat_s,S,15.25
16460,four_cheese_l,L,15.25
16461,spicy_ital_l,L,15.25
16462,pep_msh_pep_m,M,15.25
16463,green_garden_s,S,15.25
16464,thai_ckn_l,L,15.25
16465,prsc_argla_l,L,15.25
16466,veggie_veg_m,M,15.25
16467,pepperoni_m,M,15.25
16468,southw_ckn_s,S,15.25
16469,pep_msh_pep_s,S,15.25
16470,mediterraneo_l,L,15.25
16471,bbq_ckn_m,M,15.25
16472,spinach_supr_l,L,15.25
16473,bbq_ckn_m,M,15.25
16474,cali_ckn_s,S,15.25
16475,napolitana_s,S,15.25
16476,mexicana_l,L,15.25
16477,classic_dlx_m,M,15.25
16478,pepperoni_m,M,15.25
16479,ital_supr_m,M,15.25
16480,southw_ckn_s,S,15.25
16481,cali_ckn_m,M,15.25
16482,thai_ckn_s,S,15.25
16483,five_cheese_l,L,15.25
16484,napolitana_m,M,15.25
16485,five_cheese_l,L,15.25
16486,prsc_argla_l,L,15.25
16487,napolitana_l,L,15.25
16488,ital_supr_l,L,15.25
16489,veggie_veg_l,L,15.25
16490,pepperoni_m,M,15.25
16491,ital_supr_l,L,15.25
16492,brie_carre_s,S,15.25
16493,sicilian_s,S,15.25
16494,pepperoni_s,S,15.25
16495,hawaiian_l,L,15.25
16496,mediterraneo_l,L,15.25
16497,thai_ckn_s,S,15.25
16498,thai_ckn_l,L,15.25
16499,mexicana_l,L,15.25
16500,mediterraneo_l,L,15.25
16501,ital_veggie_s,S,15.25
16502,brie_carre_s,S,15.25
16503,veggie_veg_m,M,15.25
16504,sicilian_l,L,15.25
16505,prsc_argla_s,S,15.25
16506,ital_supr_l,L,15.25
16507,thai_ckn_s,S,15.25
16508,spinach_fet_l,L,15.25
16509,soppressata_l,L,15.25
16510,sicilian_s,S,15.25
16511,pep_msh_pep_s,S,15.25
16512,napolitana_l,L,15.25
16513,mexicana_s,S,15.25
16514,green_garden_m,M,15.25
16515,five_cheese_l,L,15.25
16516,classic_dlx_s,S,15.25
16517,big_meat_s,S,15.25
16518,bbq_ckn_s,S,15.25
16519,napolitana_l,L,15.25
16520,pep_msh_pep_l,L,15.25
16521,hawaiian_l,L,15.25
16522,five_cheese_l,L,15.25
16523,pepperoni_m,M,15.25
16524,the_greek_xl,XL,15.25
16525,pepperoni_l,L,15.25
16526,brie_carre_s,S,15.25
16527,big_meat_s,S,15.25
16528,thai_ckn_l,L,15.25
16529,mediterraneo_s,S,15.25
16530,the_greek_l,L,15.25
16531,hawaiian_s,S,15.25
16532,hawaiian_s,S,15.25
16533,southw_ckn_l,L,15.25
16534,sicilian_l,L,15.25
16535,hawaiian_s,S,15.25
16536,cali_ckn_m,M,15.25
16537,thai_ckn_s,S,15.25
16538,big_meat_s,S,15.25
16539,spinach_fet_m,M,15.25
16540,green_garden_m,M,15.25
16541,veggie_veg_m,M,15.25
16542,napolitana_m,M,15.25
16543,the_greek_xl,XL,15.25
16544,spicy_ital_l,L,15.25
16545,prsc_argla_m,M,15.25
16546,hawaiian_l,L,15.25
16547,five_cheese_l,L,15.25
16548,bbq_ckn_l,L,15.25
16549,the_greek_xl,XL,15.25
16550,soppressata_l,L,15.25
16551,five_cheese_l,L,15.25
16552,big_meat_s,S,15.25
16553,cali_ckn_m,M,15.25
16554,bbq_ckn_m,M,15.25
16555,hawaiian_s,S,15.25
16556,spicy_ital_s,S,15.25
16557,pepperoni_s,S,15.25
16558,classic_dlx_m,M,15.25
16559,napolitana_l,L,15.25
16560,ital_supr_l,L,15.25
16561,spinach_fet_m,M,15.25
16562,pepperoni_s,S,15.25
16563,ital_supr_m,M,15.25
16564,five_cheese_l,L,15.25
16565,prsc_argla_m,M,15.25
16566,sicilian_s,S,15.25
16567,hawaiian_l,L,15.25
16568,sicilian_s,S,15.25
16569,southw_ckn_l,L,15.25
16570,sicilian_s,S,15.25
16571,napolitana_m,M,15.25
16572,big_meat_s,S,15.25
16573,bbq_ckn_m,M,15.25
16574,spinach_supr_s,S,15.25
16575,pep_msh_pep_m,M,15.25
16576,four_cheese_l,L,15.25
16577,mediterraneo_l,L,15.25
16578,spinach_fet_l,L,15.25
16579,mexicana_m,M,15.25
16580,calabrese_m,M,15.25
16581,thai_ckn_l,L,15.25
16582,pep_msh_pep_m,M,15.25
16583,napolitana_s,S,15.25
16584,cali_ckn_l,L,15.25
16585,sicilian_s,S,15.25
16586,the_greek_m,M,15.25
16587,classic_dlx_s,S,15.25
16588,the_greek_m,M,15.25
16589,ckn_pesto_l,L,15.25
16590,thai_ckn_s,S,15.25
16591,sicilian_l,L,15.25
16592,four_cheese_l,L,15.25
16593,cali_ckn_s,S,15.25
16594,four_cheese_m,M,15.25
16595,the_greek_s,S,15.25
16596,the_greek_m,M,15.25
16597,napolitana_s,S,15.25
16598,hawaiian_l,L,15.25
16599,classic_dlx_m,M,15.25
16600,classic_dlx_m,M,15.25
16601,five_cheese_l,L,15.25
16602,sicilian_m,M,15.25
16603,the_greek_s,S,15.25
16604,spinach_fet_m,M,15.25
16605,soppressata_l,L,15.25
16606,hawaiian_s,S,15.25
16607,cali_ckn_m,M,15.25
16608,four_cheese_l,L,15.25
16609,five_cheese_l,L,15.25
16610,green_garden_l,L,15.25
16611,hawaiian_l,L,15.25
16612,five_cheese_l,L,15.25
16613,spicy_ital_l,L,15.25
16614,soppressata_m,M,15.25
16615,peppr_salami_m,M,15.25
16616,ital_cpcllo_m,M,15.25
16617,ital_cpcllo_m,M,15.25
16618,pepperoni_m,M,15.25
16619,southw_ckn_m,M,15.25
16620,bbq_ckn_l,L,15.25
16621,napolitana_l,L,15.25
16622,four_cheese_l,L,15.25
16623,pepperoni_s,S,15.25
16624,napolitana_m,M,15.25
16625,green_garden_s,S,15.25
16626,classic_dlx_s,S,15.25
16627,ckn_pesto_s,S,15.25
16628,thai_ckn_l,L,15.25
16629,pepperoni_m,M,15.25
16630,green_garden_s,S,15.25
16631,thai_ckn_s,S,15.25
16632,pep_msh_pep_s,S,15.25
16633,green_garden_l,L,15.25
16634,mediterraneo_m,M,15.25
16635,peppr_salami_s,S,15.25
16636,green_garden_s,S,15.25
16637,four_cheese_m,M,15.25
16638,veggie_veg_m,M,15.25
16639,prsc_argla_l,L,15.25
16640,thai_ckn_s,S,15.25
16641,big_meat_s,S,15.25
16642,the_greek_m,M,15.25
16643,pepperoni_l,L,15.25
16644,ital_cpcllo_m,M,15.25
16645,brie_carre_s,S,15.25
16646,calabrese_m,M,15.25
16647,veggie_veg_s,S,15.25
16648,pepperoni_l,L,15.25
16649,mexicana_l,L,15.25
16650,ital_supr_m,M,15.25
16651,pep_msh_pep_m,M,15.25
16652,napolitana_m,M,15.25
16653,classic_dlx_m,M,15.25
16654,classic_dlx_m,M,15.25
16655,hawaiian_m,M,15.25
16656,five_cheese_l,L,15.25
16657,classic_dlx_m,M,15.25
16658,cali_ckn_m,M,15.25
16659,thai_ckn_l,L,15.25
16660,pepperoni_l,L,15.25
16661,spinach_fet_m,M,15.25
16662,ital_supr_l,L,15.25
16663,hawaiian_s,S,15.25
16664,pepperoni_s,S,15.25
16665,classic_dlx_s,S,15.25
16666,brie_carre_s,S,15.25
16667,sicilian_s,S,15.25
16668,hawaiian_m,M,15.25
16669,pep_msh_pep_m,M,15.25
16670,southw_ckn_l,L,15.25
16671,big_meat_s,S,15.25
16672,thai_ckn_m,M,15.25
16673,thai_ckn_l,L,15.25
16674,spinach_supr_s,S,15.25
16675,southw_ckn_l,L,15.25
16676,spinach_fet_l,L,15.25
16677,pep_msh_pep_s,S,15.25
16678,the_greek_m,M,15.25
16679,classic_dlx_m,M,15.25
16680,prsc_argla_l,L,15.25
16681,sicilian_m,M,15.25
16682,brie_carre_s,S,15.25
16683,spicy_ital_l,L,15.25
16684,pepperoni_s,S,15.25
16685,napolitana_s,S,15.25
16686,five_cheese_l,L,15.25
16687,spinach_fet_m,M,15.25
16688,calabrese_l,L,15.25
16689,peppr_salami_m,M,15.25
16690,hawaiian_l,L,15.25
16691,five_cheese_l,L,15.25
16692,hawaiian_m,M,15.25
16693,southw_ckn_m,M,15.25
16694,soppressata_m,M,15.25
16695,soppressata_l,L,15.25
16696,prsc_argla_s,S,15.25
16697,pep_msh_pep_m,M,15.25
16698,mexicana_m,M,15.25
16699,ital_supr_m,M,15.25
16700,classic_dlx_l,L,15.25
16701,ckn_alfredo_m,M,15.25
16702,bbq_ckn_s,S,15.25
16703,bbq_ckn_m,M,15.25
16704,thai_ckn_l,L,15.25
16705,big_meat_s,S,15.25
16706,ital_cpcllo_m,M,15.25
16707,four_cheese_l,L,15.25
16708,four_cheese_l,L,15.25
16709,bbq_ckn_l,L,15.25
16710,bbq_ckn_s,S,15.25
16711,five_cheese_l,L,15.25
16712,pep_msh_pep_l,L,15.25
16713,prsc_argla_s,S,15.25
16714,ital_cpcllo_l,L,15.25
16715,four_cheese_m,M,15.25
16716,thai_ckn_l,L,15.25
16717,southw_ckn_m,M,15.25
16718,mediterraneo_s,S,15.25
16719,ital_veggie_l,L,15.25
16720,four_cheese_m,M,15.25
16721,cali_ckn_s,S,15.25
16722,big_meat_s,S,15.25
16723,spin_pesto_s,S,15.25
16724,spicy_ital_s,S,15.25
16725,pep_msh_pep_s,S,15.25
16726,five_cheese_l,L,15.25
16727,big_meat_s,S,15.25
16728,thai_ckn_l,L,15.25
16729,peppr_salami_s,S,16
16730,spin_pesto_l,L,16
16731,thai_ckn_s,S,16
16732,mediterraneo_s,S,16
16733,napolitana_m,M,16
16734,cali_ckn_m,M,16
16735,sicilian_l,L,16
16736,pepperoni_l,L,16
16737,mexicana_l,L,16
16738,green_garden_s,S,16
16739,spinach_supr_s,S,16
16740,classic_dlx_m,M,16
16741,ckn_alfredo_m,M,16
16742,bbq_ckn_l,L,16
16743,four_cheese_m,M,16
16744,classic_dlx_m,M,16
16745,prsc_argla_m,M,16
16746,peppr_salami_m,M,16
16747,veggie_veg_m,M,16
16748,bbq_ckn_m,M,16
16749,bbq_ckn_l,L,16
16750,pepperoni_s,S,16
16751,thai_ckn_s,S,16
16752,spinach_fet_m,M,16
16753,spinach_fet_m,M,16
16754,sicilian_s,S,16
16755,ckn_pesto_l,L,16
16756,ital_supr_s,S,16
16757,four_cheese_l,L,16
16758,ckn_alfredo_m,M,16
16759,cali_ckn_m,M,16
16760,hawaiian_l,L,16
16761,bbq_ckn_m,M,16
16762,spicy_ital_l,L,16
16763,four_cheese_l,L,16
16764,five_cheese_l,L,16
16765,big_meat_s,S,16
16766,ital_veggie_l,L,16
16767,ital_cpcllo_l,L,16
16768,prsc_argla_s,S,16
16769,thai_ckn_s,S,16
16770,peppr_salami_m,M,16
16771,the_greek_s,S,16
16772,soppressata_m,M,16
16773,cali_ckn_m,M,16
16774,thai_ckn_l,L,16
16775,spin_pesto_m,M,16
16776,ital_supr_m,M,16
16777,hawaiian_s,S,16
16778,mediterraneo_s,S,16
16779,cali_ckn_m,M,16
16780,mexicana_l,L,16
16781,thai_ckn_m,M,16
16782,soppressata_l,L,16
16783,four_cheese_m,M,16
16784,big_meat_s,S,16
16785,the_greek_l,L,16
16786,big_meat_s,S,16
16787,bbq_ckn_l,L,16
16788,peppr_salami_m,M,16
16789,ital_veggie_s,S,16
16790,classic_dlx_m,M,16
16791,calabrese_m,M,16
16792,sicilian_s,S,16
16793,mexicana_l,L,16
16794,spin_pesto_m,M,16
16795,sicilian_s,S,16
16796,mexicana_m,M,16
16797,veggie_veg_m,M,16
16798,southw_ckn_m,M,16
16799,napolitana_l,L,16
16800,ital_cpcllo_m,M,16
16801,sicilian_s,S,16
16802,hawaiian_s,S,16
16803,spinach_supr_s,S,16
16804,spicy_ital_l,L,16
16805,big_meat_s,S,16
16806,sicilian_m,M,16
16807,four_cheese_l,L,16
16808,bbq_ckn_m,M,16
16809,classic_dlx_m,M,16
16810,the_greek_xl,XL,16
16811,cali_ckn_l,L,16
16812,pepperoni_s,S,16
16813,ital_veggie_m,M,16
16814,pep_msh_pep_s,S,16
16815,five_cheese_l,L,16
16816,sicilian_l,L,16
16817,cali_ckn_s,S,16
16818,veggie_veg_m,M,16
16819,spinach_fet_l,L,16
16820,ckn_alfredo_m,M,16
16821,veggie_veg_s,S,16
16822,southw_ckn_l,L,16
16823,classic_dlx_s,S,16
16824,cali_ckn_m,M,16
16825,veggie_veg_m,M,16
16826,sicilian_l,L,16
16827,hawaiian_m,M,16
16828,spinach_supr_s,S,16
16829,sicilian_s,S,16
16830,five_cheese_l,L,16
16831,the_greek_l,L,16
16832,veggie_veg_m,M,16
16833,soppressata_m,M,16
16834,green_garden_m,M,16
16835,four_cheese_l,L,16
16836,napolitana_l,L,16
16837,sicilian_m,M,16
16838,four_cheese_l,L,16
16839,classic_dlx_s,S,16
16840,big_meat_s,S,16
16841,spicy_ital_l,L,16
16842,ital_supr_s,S,16
16843,mexicana_l,L,16
16844,pep_msh_pep_s,S,16
16845,ital_cpcllo_l,L,16
16846,five_cheese_l,L,16
16847,thai_ckn_l,L,16
16848,hawaiian_s,S,16
16849,the_greek_xl,XL,16
16850,pepperoni_s,S,16
16851,mediterraneo_s,S,16
16852,hawaiian_l,L,16
16853,big_meat_s,S,16
16854,bbq_ckn_m,M,16
16855,napolitana_l,L,16
16856,mediterraneo_l,L,16
16857,ckn_alfredo_m,M,16
16858,bbq_ckn_m,M,16
16859,soppressata_l,L,16
16860,ital_veggie_l,L,16
16861,five_cheese_l,L,16
16862,thai_ckn_l,L,16
16863,spinach_supr_s,S,16
16864,southw_ckn_l,L,16
16865,pepperoni_m,M,16
16866,pepperoni_l,L,16
16867,pep_msh_pep_s,S,16
16868,hawaiian_s,S,16
16869,classic_dlx_m,M,16
16870,big_meat_s,S,16
16871,spin_pesto_m,M,16
16872,cali_ckn_l,L,16
16873,calabrese_m,M,16
16874,ital_veggie_m,M,16
16875,five_cheese_l,L,16
16876,spinach_fet_l,L,16
16877,spicy_ital_m,M,16
16878,mexicana_m,M,16
16879,hawaiian_m,M,16
16880,calabrese_l,L,16
16881,soppressata_l,L,16
16882,pepperoni_m,M,16
16883,big_meat_s,S,16
16884,hawaiian_m,M,16
16885,cali_ckn_s,S,16
16886,spin_pesto_s,S,16
16887,sicilian_m,M,16
16888,ital_veggie_s,S,16
16889,spin_pesto_l,L,16
16890,classic_dlx_m,M,16
16891,calabrese_m,M,16
16892,veggie_veg_m,M,16
16893,pep_msh_pep_m,M,16
